AccelActuPosHSC1,EnSpdHSC1,MSLongAccelGHSC,EnToqActuExtdRngHSC1,VehSpdAvgDrvnHSC1,VehSpdAvgNonDrvnHSC1,AutocTrCmddGear_TCMHSC1,TrEstdGear_TCMHSC1,EnActuStdyStaToq_LSBHSC1,EnActuStdyStaToq_MSBHSC1,kickdown
0,1352.5,-0.215,-14.5,62.516,62.719,7,7,-846.5,832,0
0,1343,-0.223,-14.5,62.516,62.719,7,7,-846.5,832,0
0,1337,-0.231,-14.5,61.766,60.906,7,7,-846.5,832,0
0,1322.5,-0.239,-14,61.766,60.906,7,7,-846,832,0
0,1317,-0.231,-14,60.969,60.672,7,7,-846,832,0
0,1304.5,-0.214,-14,60.969,60.672,7,7,-846,832,0
0,1294,-0.233,-14,60.219,59.766,7,7,-846,832,0
0,1285.5,-0.236,-14,60.219,59.766,7,7,-846,832,0
0,1271.5,-0.231,-14,59.188,59.078,7,7,-846,832,0
0,1262.5,-0.225,-14,59.188,59.078,7,7,-846,832,0
0,1251,-0.217,-14,58.094,58.125,7,7,-845.5,832,0
0,1248,-0.214,-13.5,58.094,58.125,7,7,-845.5,832,0
0,1239.5,-0.214,-13.5,57.281,57.266,7,7,-845.5,832,0
0,1231,-0.222,-13.5,57.281,57.266,7,7,-845.5,832,0
0,1225,-0.223,-13.5,56.641,56.406,6,7,-845.5,832,0
0,1215.5,-0.226,-13.5,56.641,56.406,6,7,-845.5,832,0
0,1209.5,-0.23,-13.5,55.984,55.406,6,7,-845.5,832,0
0,1199.5,-0.223,-13.5,55.984,55.406,6,7,-845.5,832,0
0,1191.5,-0.231,-13.5,55.203,54.781,6,7,-845.5,832,0
0,1190.5,-0.223,-13.5,55.203,54.781,6,7,-845.5,832,0
0,1168,-0.236,-13.5,54.375,54.172,6,7,-845.5,832,0
0,1167.5,-0.241,-13.5,54.375,54.172,6,7,-845.5,832,0
0,1182,-0.234,-13.5,53.578,53.234,6,7,-845.5,832,0
0,1202.5,-0.218,-13.5,53.578,53.234,6,7,-845.5,832,0
0,1223.5,-0.22,-13.5,52.656,52.563,6,7,-845.5,832,0
0,1247,-0.202,-13.5,52.656,52.563,6,7,-845.5,832,0
0,1270,-0.195,-14,51.859,51.656,6,7,-846,832,0
0,1292.5,-0.18,-14,51.859,51.656,6,7,-846,832,0
0,1314,-0.182,-14,51.125,51.016,6,7,-846.5,832,0
0,1343.5,-0.175,-14.5,51.125,51.016,6,7,-846.5,832,0
0,1361,-0.171,-14.5,50.438,50.219,6,7,-846.5,832,0
0,1374,-0.143,-14.5,50.438,50.219,6,7,-846.5,832,0
0,1366,-0.143,-14.5,49.844,49.625,6,6,-846.5,832,0
0,1351,-0.143,-14.5,49.844,49.625,6,6,-846.5,832,0
0,1350.5,-0.131,-14.5,49.313,49.109,6,6,-846.5,832,0
0,1343,-0.113,-14.5,49.313,49.109,6,6,-846.5,832,0
0,1334.5,-0.115,-14.5,48.625,47.516,6,6,-846.5,832,0
0,1329,-0.112,-14.5,48.625,47.516,6,6,-846.5,832,0
0,1322.5,-0.102,-14.5,48.266,48.063,6,6,-846.5,832,0
0,1318,-0.099,-14.5,48.266,48.063,6,6,-846.5,832,0
0,1308,-0.097,-14.5,47.875,47.656,6,6,-846,832,0
0,1310,-0.077,-14,47.875,47.656,6,6,-846,832,0
0,1307.5,-0.062,-14.5,47.438,47.156,6,6,-846,832,0
0,1300,-0.07,-14,47.438,47.156,6,6,-846,832,0
0,1300,-0.057,-14,47.188,46.875,6,6,-846,832,0
0,1296,-0.045,-14,47.188,46.875,6,6,-846,832,0
0,1292.5,-0.04,-14,46.938,46.656,6,6,-846,832,0
0,1292,-0.038,-14,46.938,46.656,6,6,-846,832,0
0,1289.5,-0.026,-14,46.656,45.391,6,6,-846,832,0
0,1285.5,-0.021,-14,46.656,45.391,6,6,-846,832,0
0,1284.5,-0.014,-14,46.547,46.297,6,6,-846,832,0
0,1282.5,-0.014,-14,46.547,46.297,6,6,-846,832,0
0,1281,-0.019,-14,46.422,46.219,6,6,-846,832,0
0,1280.5,-0.021,-14,46.422,46.219,6,6,-846,832,0
0,1278.5,-0.014,-14,46.219,46.156,6,6,-846,832,0
0,1276,-0.018,-14,46.219,46.156,6,6,-846,832,0
0,1276.5,-0.019,-14,46.203,46.078,6,6,-846,832,0
0,1275,-0.006,-14,46.203,46.078,6,6,-846,832,0
0,1272.5,-0.016,-14,46.125,45.969,6,6,-846,832,0
0,1272,-0.018,-14,46.125,45.969,6,6,-846,832,0
0,1270.5,-0.01,-14,45.906,45.844,6,6,-846,832,0
0,1267.5,-0.013,-14,45.906,45.844,6,6,-846,832,0
0,1267.5,-0.018,-14,45.875,45.688,6,6,-846,832,0
0,1267,-0.011,-14,45.875,45.688,6,6,-846,832,0
0,1264,-0.016,-14,45.75,45.641,6,6,-846,832,0
0,1262.5,-0.018,-14,45.75,45.641,6,6,-846,832,0
0,1261,-0.016,-14,45.578,45.5,6,6,-846,832,0
0,1257,-0.024,-14,45.578,45.5,6,6,-845.5,832,0
0,1257,-0.021,-13.5,45.563,45.375,6,6,-845.5,832,0
0,1254.5,-0.021,-13.5,45.563,45.375,6,6,-845.5,832,0
0,1251.5,-0.024,-13.5,45.375,45.297,6,6,-845.5,832,0
0,1250.5,-0.03,-13.5,45.375,45.297,6,6,-845.5,832,0
0,1249,-0.03,-13.5,45.219,45.031,6,6,-845.5,832,0
0,1246.5,-0.038,-13.5,45.219,45.031,6,6,-845.5,832,0
0,1243,-0.04,-13.5,45.109,44.922,6,6,-845.5,832,0
0,1242,-0.049,-13.5,45.109,44.922,6,6,-845.5,832,0
0,1238.5,-0.046,-13.5,44.891,44.672,6,6,-845.5,832,0
0,1234,-0.049,-13.5,44.891,44.672,6,6,-845.5,832,0
0,1231.5,-0.054,-13.5,44.75,44.625,6,6,-845.5,832,0
0,1227.5,-0.053,-13.5,44.75,44.625,6,6,-845.5,832,0
0,1223.5,-0.059,-13.5,44.516,44.375,6,6,-845.5,832,0
0,1221.5,-0.057,-13.5,44.516,44.375,6,6,-845.5,832,0
0,1217,-0.054,-13.5,44.234,44.047,6,6,-845.5,832,0
0,1212.5,-0.062,-13.5,44.234,44.047,6,6,-845.5,832,0
0,1211.5,-0.059,-13.5,44,43.719,6,6,-845.5,832,0
0,1206,-0.062,-13.5,44,43.719,6,6,-845.5,832,0
0,1202,-0.064,-13.5,43.688,43.719,6,6,-845.5,832,0
0,1199.5,-0.057,-13.5,43.688,43.719,6,6,-845.5,832,0
0,1193.5,-0.067,-13.5,43.359,43.359,6,6,-845.5,832,0
0,1190,-0.059,-13.5,43.359,43.359,6,6,-845.5,832,0
0,1187,-0.057,-13.5,43.156,42.953,5,6,-845.5,832,0
0,1182.5,-0.062,-13.5,43.156,42.953,5,6,-845.5,832,0
0,1177,-0.061,-13.5,42.844,42.828,5,6,-845.5,832,0
0,1175.5,-0.073,-13.5,42.844,42.828,5,6,-845.5,832,0
0,1170.5,-0.072,-13.5,42.594,42.516,5,6,-845.5,832,0
0,1169,-0.075,-13.5,42.594,42.516,5,6,-845.5,832,0
0,1171,-0.062,-13.5,42.281,42.109,5,6,-845.5,832,0
0,1164.5,-0.065,-13.5,42.281,42.109,5,6,-845.5,832,0
0,1173,-0.077,-13.5,42,41.906,5,6,-845.5,832,0
0,1186,-0.077,-13.5,42,41.906,5,6,-845.5,832,0
0,1204,-0.083,-13.5,41.75,41.563,5,6,-845.5,832,0
0,1221,-0.081,-13.5,41.75,41.563,5,6,-845.5,832,0
0,1241,-0.085,-14,41.406,41.25,5,6,-846,832,0
0,1270.5,-0.085,-14,41.406,41.25,5,6,-846,832,0
0,1289.5,-0.078,-14,41.109,40.938,5,6,-846,832,0
0,1308,-0.073,-14,41.109,40.938,5,6,-846,832,0
0,1325,-0.069,-14.5,40.688,40.609,5,6,-846.5,832,0
0,1340,-0.069,-14.5,40.688,40.609,5,6,-846.5,832,0
0,1345,-0.067,-14.5,40.297,40.328,5,6,-846.5,832,0
0,1330.5,-0.067,-14.5,40.297,40.328,5,5,-846.5,832,0
0,1324,-0.078,-14.5,40.063,39.984,5,5,-846.5,832,0
0,1327,-0.072,-14.5,40.063,39.984,5,5,-846.5,832,0
0,1321.5,-0.073,-14.5,39.766,39.578,5,5,-846.5,832,0
0,1310.5,-0.069,-14.5,39.766,39.578,5,5,-846.5,832,0
0,1308.5,-0.07,-14.5,39.5,39.375,5,5,-846.5,832,0
0,1304.5,-0.061,-14.5,39.5,39.375,5,5,-846,832,0
0,1298,-0.065,-14,39.188,39,5,5,-846,832,0
0,1292,-0.07,-14,39.188,39,5,5,-846,832,0
0,1285.5,-0.075,-14,38.922,38.734,5,5,-846,832,0
0,1276.5,-0.075,-14,38.922,38.734,5,5,-846,832,0
0,1270,-0.069,-14,38.578,38.688,5,5,-846,832,0
0,1265,-0.07,-14,38.578,38.688,5,5,-846,832,0
0,1259,-0.056,-14,38.359,38.141,5,5,-846,832,0
0,1254.5,-0.07,-14,38.359,38.141,5,5,-846,832,0
0,1249,-0.054,-14,37.969,37.766,5,5,-845.5,832,0
0,1244.5,-0.046,-13.5,37.969,37.766,5,5,-845.5,832,0
0,1239.5,-0.04,-13.5,37.719,37.672,5,5,-845.5,832,0
0,1235,-0.037,-13.5,37.719,37.672,5,5,-845.5,832,0
0,1230.5,-0.037,-13.5,37.5,37.281,5,5,-845.5,832,0
0,1226.5,-0.038,-13.5,37.5,37.281,5,5,-845.5,832,0
0,1221.5,-0.037,-13.5,37.281,37.234,5,5,-845.5,832,0
0,1218,-0.038,-13.5,37.281,37.234,5,5,-845.5,832,0
0,1213.5,-0.035,-13.5,37.109,37.047,5,5,-845.5,832,0
0,1210.5,-0.035,-13.5,37.109,37.047,5,5,-845.5,832,0
0,1207,-0.04,-13.5,36.875,36.641,5,5,-845.5,832,0
0,1204,-0.035,-13.5,36.875,36.641,5,5,-845.5,832,0
0,1201,-0.035,-13.5,36.734,36.578,5,5,-845.5,832,0
0,1198.5,-0.033,-13.5,36.734,36.578,5,5,-845.5,832,0
0,1195.5,-0.035,-13.5,36.547,36.359,5,5,-845.5,832,0
0,1193,-0.035,-13.5,36.547,36.359,5,5,-845.5,832,0
0,1190,-0.035,-13.5,36.375,36.328,5,5,-845.5,832,0
0,1187.5,-0.029,-13.5,36.375,36.328,5,5,-845.5,832,0
0,1185,-0.037,-13.5,36.156,36.094,5,5,-845.5,832,0
0,1182.5,-0.033,-13.5,36.156,36.094,5,5,-845.5,832,0
0,1180,-0.038,-13.5,36.016,35.969,4,5,-845.5,832,0
0,1177.5,-0.045,-13.5,36.016,35.969,4,5,-845.5,832,0
0,1183,-0.062,-13.5,35.813,35.766,4,5,-845.5,832,0
0,1194,-0.056,-13.5,35.813,35.766,4,5,-845.5,832,0
0,1184,-0.057,-13.5,35.547,35.547,4,5,-845.5,832,0
0,1176.5,-0.069,-13.5,35.547,35.547,4,5,-845.5,832,0
0,1179,-0.056,-13.5,35.359,35.281,4,5,-845.5,832,0
0,1173,-0.069,-13.5,35.359,35.281,4,5,-845.5,832,0
0,1181.5,-0.08,-13.5,35.016,35.047,4,5,-845.5,832,0
0,1196,-0.077,-13.5,35.016,35.047,4,5,-845.5,832,0
0,1213,-0.081,-13.5,34.781,34.734,4,5,-845.5,832,0
0,1231.5,-0.08,-13.5,34.781,34.734,4,5,-845.5,832,0
0,1252,-0.088,-14,34.469,34.422,4,5,-846,832,0
0,1273.5,-0.089,-14,34.469,34.422,4,5,-846,832,0
0,1304,-0.092,-14,34.125,34.094,4,5,-846,832,0
0,1323,-0.081,-14.5,34.125,34.094,4,5,-846.5,832,0
0,1341,-0.085,-14.5,33.828,33.688,4,5,-846.5,832,0
0,1358.5,-0.083,-14.5,33.828,33.688,4,5,-846.5,832,0
0,1370.5,-0.07,-14.5,33.484,33.203,4,5,-847,832,0
0,1358.5,-0.062,-15,33.484,33.203,4,4,-846.5,832,0
0,1341.5,-0.067,-14.5,33.109,33,4,4,-846.5,832,0
0,1339,-0.073,-14.5,33.109,33,4,4,-846.5,832,0
0,1343,-0.07,-14.5,32.797,32.813,4,4,-846.5,832,0
0,1330,-0.073,-14.5,32.797,32.813,4,4,-846.5,832,0
0,1319.5,-0.062,-14.5,32.5,32.5,4,4,-846.5,832,0
0,1318.5,-0.041,-14.5,32.5,32.5,4,4,-846.5,832,0
0,1320,-0.024,-14.5,32.25,32.125,4,4,-846.5,832,0
0,1313,-0.018,-14.5,32.25,32.125,4,4,-846.5,832,0
0,1308,-0.019,-14.5,32.047,31.875,4,4,-846.5,832,0
0,1306.5,-0.021,-14.5,32.047,31.875,4,4,-846.5,832,0
0,1306,-0.019,-14.5,31.906,31.828,4,4,-846.5,832,0
0,1302.5,-0.016,-14.5,31.906,31.828,4,4,-846,832,0
0,1299.5,-0.016,-14,31.672,31.688,4,4,-846,832,0
0,1296,-0.021,-14,31.672,31.688,4,4,-846,832,0
0,1294,-0.018,-14,31.609,31.391,4,4,-846,832,0
0,1292.5,-0.01,-14,31.609,31.391,4,4,-846,832,0
0,1290.5,-0.008,-14,31.5,31.422,4,4,-846,832,0
0,1286.5,-0.013,-14,31.5,31.422,4,4,-846,832,0
0,1284,-0.016,-14,31.328,31.344,4,4,-846,832,0
0,1283.5,-0.018,-14,31.328,31.344,4,4,-846,832,0
0,1279.5,-0.018,-14,31.203,30.984,4,4,-846,832,0
0,1276,-0.018,-14,31.203,30.984,4,4,-846,832,0
0,1274,-0.018,-14,31.141,31,4,4,-846,832,0
0,1272.5,-0.011,-14,31.141,31,4,4,-846,832,0
0,1271,-0.008,-14,31.016,31,4,4,-846,832,0
0,1269.5,-0.013,-14,31.016,31,4,4,-846,832,0
0,1265.5,-0.021,-14,30.906,30.766,4,4,-846,832,0
0,1263.5,-0.024,-14,30.906,30.766,4,4,-846,832,0
0,1263,-0.022,-14,30.813,30.75,4,4,-846,832,0
0,1259.5,-0.019,-14,30.813,30.75,4,4,-846,832,0
0,1256,-0.011,-14,30.625,30.5,4,4,-845.5,832,0
0,1254,-0.013,-13.5,30.625,30.5,4,4,-845.5,832,0
0,1252.5,-0.014,-13.5,30.578,30.563,4,4,-845.5,832,0
0,1250.5,-0.01,-13.5,30.578,30.563,4,4,-845.5,832,0
0,1248,-0.014,-13.5,30.469,30.422,4,4,-845.5,832,0
0,1244.5,-0.011,-13.5,30.469,30.422,4,4,-845.5,832,0
0,1243.5,-0.022,-13.5,30.375,30.297,4,4,-845.5,832,0
0,1241.5,-0.019,-13.5,30.375,30.297,4,4,-845.5,832,0
0,1239,-0.021,-13.5,30.203,30.219,4,4,-845.5,832,0
0,1237.5,-0.022,-13.5,30.203,30.219,4,4,-845.5,832,0
0,1235.5,-0.021,-13.5,30.125,29.828,4,4,-845.5,832,0
0,1233,-0.019,-13.5,30.125,29.828,4,4,-845.5,832,0
0,1230,-0.018,-13.5,30.078,29.938,4,4,-845.5,832,0
0,1228,-0.016,-13.5,30.078,29.938,4,4,-845.5,832,0
0,1225,-0.014,-13.5,29.859,29.656,4,4,-845.5,832,0
0,1222,-0.011,-13.5,29.859,29.656,4,4,-845.5,832,0
0,1220,-0.013,-13.5,29.828,29.719,4,4,-845.5,832,0
0,1219.5,-0.014,-13.5,29.828,29.719,4,4,-845.5,832,0
0,1217.5,-0.011,-13.5,29.672,29.516,4,4,-845.5,832,0
0,1213.5,-0.014,-13.5,29.672,29.516,4,4,-845.5,832,0
0,1212,-0.008,-13.5,29.563,29.578,4,4,-845.5,832,0
0,1210.5,-0.008,-13.5,29.563,29.578,4,4,-845.5,832,0
0,1208.5,-0.011,-13.5,29.469,29.359,4,4,-845.5,832,0
0,1206,-0.01,-13.5,29.469,29.359,4,4,-845.5,832,0
0,1203,-0.014,-13.5,29.344,29.406,4,4,-845.5,832,0
0,1201,-0.021,-13.5,29.344,29.406,4,4,-845.5,832,0
0,1199.5,-0.016,-13.5,29.281,29.172,4,4,-845.5,832,0
0,1198,-0.01,-13.5,29.281,29.172,4,4,-845.5,832,0
0,1195.5,-0.016,-13.5,29.156,29.109,4,4,-845.5,832,0
0,1192,-0.013,-13.5,29.156,29.109,4,4,-845.5,832,0
0,1190,-0.01,-13.5,29.016,28.969,4,4,-845.5,832,0
0,1188.5,-0.01,-13.5,29.016,28.969,4,4,-845.5,832,0
0,1187,-0.013,-13.5,28.859,28.891,4,4,-845.5,832,0
0,1183.5,-0.006,-13.5,28.859,28.891,4,4,-845.5,832,0
0,1181,-0.01,-13.5,28.828,28.656,4,4,-845.5,832,0
0,1180,-0.021,-13.5,28.828,28.656,4,4,-845.5,832,0
0,1178,-0.019,-13.5,28.75,28.703,4,4,-845.5,832,0
0,1176.5,-0.013,-13.5,28.75,28.703,4,4,-845.5,832,0
0,1173.5,-0.008,-13.5,28.625,28.469,4,4,-845.5,832,0
0,1167,-0.024,-13.5,28.625,28.469,4,4,-845.5,832,0
0,1164.5,-0.033,-13.5,28.547,28.406,4,4,-845.5,832,0
0,1164.5,-0.027,-13.5,28.547,28.406,4,4,-845.5,832,0
0,1166,-0.011,-13.5,28.406,28.219,4,4,-845.5,832,0
0,1165.5,-0.003,-13.5,28.406,28.219,4,4,-845.5,832,0
0,1157.5,-0.019,-13.5,28.297,28.25,4,4,-845.5,832,0
5.882,1156.5,-0.018,-13.5,28.297,28.25,4,4,-845.5,832,0
21.569,1157.5,-0.016,-13.5,28.25,28.156,4,4,-845.5,832,0
37.647,1157.5,-0.013,-13.5,28.25,28.156,4,4,-844.5,840,0
48.235,1156,-0.014,-3,28.125,28.016,4,4,-841.5,840,0
48.235,1167.5,0,-0.5,28.125,28.016,4,4,-848,848,0
48.235,1182.5,0.002,-1.5,28.047,27.938,4,4,-841,840,0
48.235,1185.5,0.003,1.5,28.047,27.938,4,4,-844.5,848,0
48.235,1204,0.043,3.5,28,27.859,4,4,-845,848,0
48.235,1166,0.04,13,28,27.859,4,4,-840.5,856,0
48.235,1161.5,0.027,16,28,27.891,4,4,-840.5,856,0
48.235,1168,0.037,17,28,27.891,4,4,-845,864,0
48.235,1167.5,0.041,26.5,28.078,27.953,4,4,-843.5,872,0
48.235,1169.5,0.041,34,28.078,27.953,4,4,-846,880,0
48.235,1168.5,0.046,42.5,28.156,28,4,4,-845,888,0
48.235,1169.5,0.041,49.5,28.156,28,4,4,-846,896,0
48.235,1166,0.041,56,28.297,28.188,4,4,-847.5,904,0
48.235,1188,0.049,56.5,28.297,28.188,4,4,-847.5,904,0
48.235,1188,0.062,59,28.328,28.125,4,4,-847.5,912,0
43.922,1178.5,0.057,70,28.328,28.125,4,4,-848,920,0
32.549,1194.5,0.069,72.5,28.563,28.438,4,4,-846,920,0
10.196,1205.5,0.085,72.5,28.563,28.438,4,4,-847,920,0
0,1213,0.075,70.5,28.75,28.406,4,4,-848,912,0
0,1202,0.07,60,28.75,28.406,4,4,-841,896,0
0,1177,0.043,51,28.922,28.781,4,4,-841,888,0
0,1171.5,0.03,42,28.922,28.781,4,4,-840.5,880,0
0,1192,0.022,35,29.078,28.938,4,4,-841,872,0
0,1208.5,0.029,29,29.078,28.938,4,4,-847,872,0
0,1193,0.021,21.5,29.016,29.078,4,4,-844,864,0
0,1190,0.008,18,29.016,29.078,4,4,-848,864,0
0,1205.5,0.01,14,29.234,29.094,4,4,-843.5,856,0
0,1197.5,0.014,11.5,29.234,29.094,4,4,-846,856,0
0,1171,0.008,10,29.219,29.063,4,4,-847.5,856,0
0,1137,-0.032,8.5,29.219,29.063,4,4,-848,856,0
0,1186.5,-0.022,7.5,29.141,29.234,4,4,-841,848,0
0,1245,0.026,-6,29.141,29.234,4,4,-846,840,0
0,1237,0.03,0,29.016,29.047,4,4,-844.5,848,0
0,1208,-0.011,6,29.016,29.047,4,4,-841,848,0
0,1190,0,7,29.125,28.938,4,4,-842,848,0
0,1191.5,0.016,3.5,29.125,28.938,4,4,-845.5,848,0
0,1190,0.008,2,29.109,29.047,4,4,-847.5,848,0
0,1187,0.002,0,29.109,29.047,4,4,-840.5,840,0
0,1184,-0.002,-1.5,29.047,29.047,4,4,-842,840,0
0,1189,0.006,-3.5,29.047,29.047,4,4,-844,840,0
0,1195,0,-5.5,29.109,28.984,4,4,-845.5,840,0
0,1188.5,0,-5.5,29.109,28.984,4,4,-845.5,840,0
0,1186,-0.006,-6,29.094,28.984,4,4,-847,840,0
0,1195.5,-0.003,-7.5,29.094,28.984,4,4,-847.5,840,0
0,1195.5,0.003,-8.5,28.984,28.875,4,4,-840.5,832,0
0,1190,0,-9,28.984,28.875,4,4,-841,832,0
0,1186.5,-0.002,-10,28.938,28.859,4,4,-842,832,0
0,1189.5,-0.01,-10,28.938,28.859,4,4,-842.5,832,0
0,1189.5,-0.011,-10.5,28.844,28.797,4,4,-842.5,832,0
0,1183.5,-0.011,-10.5,28.844,28.797,4,4,-843.5,832,0
0,1178,-0.014,-11.5,28.938,28.656,4,4,-843.5,832,0
0,1181,-0.003,-12,28.938,28.656,4,4,-844,832,0
0,1178.5,0.002,-12,28.734,28.578,4,4,-844.5,832,0
0,1170,-0.005,-12.5,28.734,28.578,4,4,-844.5,832,0
0,1169.5,-0.01,-12.5,28.609,28.5,4,4,-844.5,832,0
0,1176,-0.01,-12.5,28.609,28.5,4,4,-844.5,832,0
0,1166,-0.01,-13,28.531,28.453,4,4,-845,832,0
0,1166,-0.01,-13,28.531,28.453,4,4,-845,832,0
0,1171.5,-0.008,-13,28.406,28.438,4,4,-845,832,0
0,1164.5,-0.011,-13,28.406,28.438,4,4,-845,832,0
0,1163,-0.01,-13,28.344,28.234,4,4,-845,832,0
0,1160,-0.016,-13,28.344,28.234,4,4,-845,832,0
0,1159,-0.022,-13,28.266,28.219,4,4,-845,832,0
0,1156.5,-0.029,-13,28.266,28.219,4,4,-845,832,0
0,1160.5,-0.002,-13,28.141,28.125,4,4,-845,832,0
0,1146,-0.006,-13,28.141,28.125,4,4,-845,832,0
0,1144.5,-0.014,-13.5,28.063,27.859,4,4,-845.5,832,0
0,1147.5,-0.018,-13.5,28.063,27.859,4,4,-845.5,832,0
0,1143,-0.006,-13.5,27.844,27.844,4,4,-845.5,832,0
0,1140,-0.016,-13.5,27.844,27.844,4,4,-845.5,832,0
0,1138.5,-0.022,-13.5,27.766,27.734,4,4,-845,832,0
0,1134.5,-0.026,-13,27.766,27.734,4,4,-845,832,0
0,1130.5,-0.027,-13,27.719,27.609,4,4,-845,832,0
0,1129.5,-0.026,-13,27.719,27.609,4,4,-845,832,0
0,1132.5,-0.019,-13,27.5,27.484,4,4,-845,832,0
0,1126,-0.013,-13,27.5,27.484,4,4,-845,832,0
14.51,1119.5,-0.011,-13,27.5,27.297,4,4,-845,832,0
31.765,1120,-0.021,-13,27.5,27.297,3,4,-845,840,0
51.765,1135.5,-0.008,-3.5,27.281,27.219,3,4,-842.5,840,0
62.353,1143.5,0.008,-1,27.281,27.219,3,4,-841,840,0
62.745,1147,0.014,1.5,27.188,27.156,3,4,-846.5,848,0
62.745,1154,0.01,4,27.188,27.156,3,4,-843.5,848,0
63.137,1160.5,0.03,8.5,27.125,26.938,3,4,-845,856,0
63.137,1176,0.026,13.5,27.125,26.938,3,4,-847.5,864,0
63.137,1193.5,0.027,20,27.156,26.969,3,4,-843,872,0
63.137,1202.5,0.018,39.5,27.156,26.969,3,4,-843.5,896,0
63.137,1255.5,0.014,62.5,27.125,27.031,3,4,-848,920,0
63.137,1362,0.024,85,27.125,27.031,3,4,-846.5,936,0
63.137,1440,0.04,91,27.125,26.906,3,4,-844.5,936,0
63.137,1521,0.046,87,27.125,26.906,3,4,-844,936,0
63.137,1634,0.046,100,27.125,27.047,3,4,-845,936,0
63.137,1725.5,0.077,97,27.125,27.047,3,4,-845.5,944,0
63.137,1781,0.091,99,27.266,26.969,3,4,-843.5,944,0
62.353,1812,0.11,103,27.266,26.969,3,4,-845.5,952,0
57.647,1828,0.118,104,27.328,27.156,3,4,-845,952,0
43.529,1833.5,0.134,106.5,27.328,27.156,3,4,-844.5,952,0
23.529,1827,0.143,108.5,27.656,27.406,3,4,-842.5,952,0
0,1814.5,0.158,111,27.656,27.406,3,4,-846,960,0
0,1779.5,0.179,101,27.953,27.703,3,4,-845.5,944,0
0,1723,0.143,89,27.953,27.703,3,4,-847.5,928,0
0,1706,0.073,72.5,28.391,27.984,3,4,-847.5,912,0
0,1730.5,0.033,64,28.391,27.984,3,4,-842.5,896,0
0,1779.5,0.033,43.5,28.656,28.609,3,3,-840.5,880,0
0,1790.5,0.065,35.5,28.656,28.609,3,3,-846,880,0
0,1758.5,0.053,30,28.625,28.594,3,3,-842.5,872,0
0,1715,0.002,29.5,28.625,28.594,3,3,-843,864,0
0,1722,0.008,20.5,28.859,28.75,3,3,-845.5,864,0
0,1743.5,0,15.5,28.859,28.75,3,3,-847.5,864,0
0,1746,-0.021,14.5,28.688,28.797,3,3,-842,856,0
0,1778,0.005,13.5,28.688,28.797,3,3,-842.5,856,0
0,1787.5,0.006,12.5,28.734,28.719,3,3,-843,856,0
0,1794.5,0.008,11.5,28.734,28.719,3,3,-845,856,0
0,1788.5,0.014,11,28.625,28.5,3,3,-846,856,0
0,1781.5,0.016,9.5,28.625,28.5,3,3,-847,856,0
0,1767.5,0.014,9.5,28.469,28.344,3,3,-847.5,856,0
0,1749.5,0.016,9,28.469,28.344,3,3,-847,856,0
0,1731.5,0,8.5,28.578,28.375,3,3,-847.5,856,0
0,1725,0.005,8.5,28.578,28.375,3,3,-848,856,0
0,1722,0,7.5,28.469,28.328,3,3,-841,848,0
0,1727,0,7,28.469,28.328,3,3,-841,848,0
0,1744.5,0.006,6,28.375,28.375,3,3,-841.5,848,0
0,1754.5,0.01,6,28.375,28.375,3,3,-842.5,848,0
0,1759.5,0.005,5,28.266,28.219,3,3,-843,848,0
0,1756.5,0,5,28.266,28.219,3,3,-843,848,0
0,1751.5,0.006,5,28.156,28.109,3,3,-844.5,848,0
0,1748,0.011,4,28.156,28.109,3,3,-844.5,848,0
0,1738.5,0.016,3.5,28.25,28.047,3,3,-845,848,0
0,1725.5,0.019,3,28.25,28.047,3,3,-845,848,0
0,1713.5,0.011,2.5,28.109,27.938,3,3,-846,848,0
0,1715.5,0.006,1.5,28.109,27.938,3,3,-846,848,0
0,1708,0.003,1.5,28.016,27.875,3,3,-847,848,0
0,1708.5,0.008,1.5,28.016,27.875,3,3,-847.5,848,0
0,1699,0.01,0.5,28,27.859,3,3,-846,848,0
0,1689.5,0,0,28,27.859,3,3,-840.5,840,0
0,1689,-0.014,0.5,27.891,27.875,3,3,-840.5,840,0
0,1698.5,-0.008,0,27.891,27.875,3,3,-848,848,0
0,1711,-0.003,-1.5,27.844,27.656,3,3,-842.5,840,0
0,1712,-0.01,-2,27.844,27.656,3,3,-843.5,840,0
0,1700.5,0.002,-3.5,27.75,27.641,3,3,-844,840,0
0,1692,0,-4,27.75,27.641,3,3,-844,840,0
0.784,1688,-0.008,-3.5,27.625,27.5,3,3,-845,840,0
13.725,1690,-0.018,-5,27.625,27.5,3,3,-845.5,840,0
30.588,1689.5,-0.005,-3.5,27.516,27.328,3,3,-842,840,0
51.765,1698,-0.002,-1,27.516,27.328,3,3,-840.5,840,0
61.176,1698,0,2,27.375,27.359,3,3,-845,848,0
61.176,1701.5,0.005,3.5,27.375,27.359,3,3,-846.5,856,0
61.176,1730,0.006,10,27.391,27.234,3,3,-841.5,840,0
61.176,1734,0.008,-2,27.391,27.234,3,3,-842,848,0
61.176,1737.5,0.053,12.5,27.359,27.063,3,3,-843,856,0
61.569,1731.5,0.073,18.5,27.359,27.063,3,3,-846.5,872,0
61.569,1727.5,0.064,35.5,27.281,27.156,3,3,-846.5,880,0
61.569,1727,0.081,47,27.281,27.156,3,3,-848,896,0
