AccelActuPosHSC1,EnSpdHSC1,MSLongAccelGHSC,EnToqActuExtdRngHSC1,VehSpdAvgDrvnHSC1,VehSpdAvgNonDrvnHSC1,AutocTrCmddGear_TCMHSC1,TrEstdGear_TCMHSC1,EnActuStdyStaToq_LSBHSC1,EnActuStdyStaToq_MSBHSC1,kickdown
60.784,2710,0.069,126.5,97.5,96.938,6,6,-841.5,968,0
60.784,2713,0.062,126,97.547,97.172,6,6,-842,968,0
60.784,2719,0.067,126,97.547,97.172,6,6,-842,968,0
60.784,2722,0.065,126,97.813,97.141,6,6,-842.5,968,0
60.784,2726,0.069,124,97.813,97.141,6,6,-843,968,0
60.784,2726,0.061,125,98.016,97.25,6,6,-843,968,0
60.784,2730.5,0.062,125.5,98.016,97.25,6,6,-843,968,0
60.784,2731,0.064,125,98.219,97.547,6,6,-842.5,968,0
60.784,2731,0.059,126.5,98.219,97.547,6,6,-841.5,968,0
60.784,2735.5,0.067,126,98.266,97.547,6,6,-842,968,0
60.784,2737,0.067,126,98.266,97.547,6,6,-842,968,0
60,2739,0.067,125.5,98.281,97.875,6,6,-842.5,968,0
41.569,2740.5,0.065,125,98.281,97.875,6,6,-843.5,968,0
0,2739,0.07,124,98.547,97.875,6,6,-848,968,0
0,2728.5,0.059,111.5,98.547,97.875,6,6,-848,936,0
0,2714,0.022,74,98.672,98.016,6,6,-841,904,0
0,2728.5,0.01,50.5,98.672,98.016,6,6,-846.5,888,0
0,2713.5,0,33,98.625,98.063,6,6,-843.5,872,0
0,2714,-0.016,24,98.625,98.063,6,6,-843,864,0
0,2716,-0.035,16,98.25,97.875,6,6,-841.5,856,0
0,2712.5,-0.061,12.5,98.25,97.875,6,6,-843.5,856,0
0,2708.5,-0.092,8.5,97.734,97.625,6,6,-841,848,0
0,2703.5,-0.094,6.5,97.734,97.625,6,6,-842.5,848,0
0,2695,-0.118,2.5,97.484,97.125,6,6,-846,848,0
0,2690.5,-0.129,0.5,97.484,97.125,6,6,-848,848,0
0,2667,-0.164,-2.5,96.875,96.516,6,6,-843.5,840,0
0,2646.5,-0.193,-4.5,96.875,96.516,6,6,-845.5,840,0
0,2622.5,-0.225,-7.5,95.984,95.984,6,6,-841,832,0
0,2603,-0.226,-8,95.984,95.984,6,6,-841,832,0
0,2609.5,-0.242,-10,95.094,94.828,7,6,-842.5,832,0
0,2617.5,-0.252,-11.5,95.094,94.828,7,6,-844.5,832,0
0,2602.5,-0.254,-12.5,94.375,93.859,7,6,-844.5,832,0
0,2591.5,-0.258,-13.5,94.375,93.859,7,6,-846,832,0
0,2572,-0.293,-14.5,93.516,93.078,7,6,-846.5,832,0
0,2562.5,-0.277,-15,93.516,93.078,7,6,-847.5,832,0
0,2517.5,-0.289,-15.5,92.5,92,7,6,-847.5,832,0
0,2456.5,-0.298,-16,92.5,92,7,6,-848,832,0
0,2384,-0.289,-15.5,91.453,91.016,7,6,-847.5,832,0
0,2305,-0.274,-15,91.453,91.016,7,6,-847,832,0
0,2198,-0.303,-15,90.359,90.094,7,6,-847,832,0
0,2115,-0.29,-14.5,90.359,90.094,7,6,-846,832,0
0,2000,-0.298,-13,89.438,88.906,7,6,-845.5,832,0
0,1924.5,-0.311,-13,89.438,88.906,7,6,-845,832,0
0,1892.5,-0.317,-13,88.359,87.734,7,6,-845,832,0
0,1862,-0.364,-13.5,88.359,87.734,7,6,-845.5,832,0
0,1905,-0.341,-13.5,87.156,86.766,7,6,-845.5,832,0
0,1889.5,-0.333,-13.5,87.156,86.766,7,7,-845.5,832,0
0,1870.5,-0.349,-13.5,85.906,85.547,7,7,-846,832,0
0,1868.5,-0.338,-13.5,85.906,85.547,7,7,-845.5,832,0
0,1842,-0.344,-13.5,84.641,84.219,7,7,-846,832,0
0,1837,-0.356,-13.5,84.641,84.219,7,7,-846,832,0
0,1823,-0.357,-13.5,83.469,82.922,7,7,-846,832,0
0,1799.5,-0.356,-14,83.469,82.922,7,7,-847,832,0
0,1796.5,-0.34,-15,82.031,81.609,7,7,-847,832,0
0,1776,-0.359,-15,82.031,81.609,7,7,-847,832,0
0,1768.5,-0.354,-15,80.859,80.406,7,7,-847,832,0
0,1755.5,-0.343,-15,80.859,80.406,7,7,-847,832,0
0,1741,-0.348,-15,79.797,78.531,7,7,-847,832,0
0,1730,-0.343,-15,79.797,78.531,7,7,-847,832,0
0,1712.5,-0.364,-15,78.578,78.156,7,7,-847,832,0
0,1705,-0.365,-15,78.578,78.156,7,7,-847,832,0
0,1688,-0.37,-15,77.375,76.891,7,7,-847,832,0
0,1673.5,-0.368,-15,77.375,76.891,7,7,-847,832,0
0,1661,-0.378,-15,76.219,75.781,7,7,-847,832,0
0,1644,-0.352,-15,76.219,75.781,7,7,-847,832,0
0,1633,-0.362,-15,74.875,74.438,7,7,-847,832,0
0,1616,-0.362,-15,74.875,74.438,7,7,-846.5,832,0
0,1601.5,-0.356,-14.5,73.438,73.125,7,7,-846.5,832,0
0,1589.5,-0.349,-14.5,73.438,73.125,7,7,-846.5,832,0
0,1573,-0.359,-14.5,72.125,71.828,7,7,-846.5,832,0
0,1557.5,-0.344,-14.5,72.125,71.828,7,7,-846.5,832,0
0,1548,-0.352,-14.5,70.781,70.484,7,7,-846.5,832,0
0,1531,-0.365,-14.5,70.781,70.484,7,7,-846.5,832,0
0,1520.5,-0.376,-14.5,69.719,69.219,7,7,-846.5,832,0
0,1498,-0.356,-14.5,69.719,69.219,7,7,-846.5,832,0
0,1489,-0.383,-14.5,68.219,67.906,7,7,-846.5,832,0
0,1467.5,-0.37,-14.5,68.219,67.906,7,7,-846.5,832,0
0,1463.5,-0.359,-14.5,66.969,66.625,7,7,-846.5,832,0
0,1438.5,-0.354,-14.5,66.969,66.625,7,7,-846.5,832,0
0,1425,-0.381,-14.5,65.578,65.281,7,7,-846.5,832,0
0,1420.5,-0.368,-14.5,65.578,65.281,7,7,-846.5,832,0
0,1396.5,-0.357,-14.5,64.281,63.953,7,7,-846.5,832,0
0,1390.5,-0.349,-14,64.281,63.953,7,7,-846,832,0
0,1376.5,-0.34,-14,63.078,62.625,7,7,-846,832,0
0,1365,-0.332,-14,63.078,62.625,7,7,-846,832,0
0,1348.5,-0.327,-14,61.938,61.969,7,7,-846,832,0
0,1332.5,-0.338,-14,61.938,61.969,7,7,-846,832,0
0,1322.5,-0.324,-14,60.609,60.297,7,7,-846,832,0
0,1308,-0.305,-14,60.609,60.297,7,7,-846,832,0
0,1296.5,-0.308,-14,59.375,59.188,7,7,-846,832,0
0,1279,-0.292,-14,59.375,59.188,7,7,-846,832,0
0,1267,-0.292,-14,58.078,57.953,7,7,-846,832,0
0,1256,-0.274,-13.5,58.078,57.953,7,7,-845.5,832,0
0,1245.5,-0.276,-13.5,57.016,56.859,7,7,-845.5,832,0
0,1234,-0.26,-13.5,57.016,56.859,7,7,-845.5,832,0
0,1225,-0.246,-13.5,56.078,55.891,6,7,-845.5,832,0
0,1216.5,-0.234,-13.5,56.078,55.891,6,7,-845.5,832,0
0,1205.5,-0.228,-13.5,55.25,54.906,6,7,-845.5,832,0
0,1197,-0.214,-13.5,55.25,54.906,6,7,-845.5,832,0
0,1187,-0.199,-13.5,54.313,53.953,6,7,-845.5,832,0
0,1181.5,-0.183,-13.5,54.313,53.953,6,7,-845.5,832,0
0,1176.5,-0.147,-13.5,53.438,53.391,6,7,-845.5,832,0
0,1160.5,-0.139,-13.5,53.438,53.391,6,7,-845.5,832,0
0,1167,-0.134,-13.5,52.797,52.625,6,7,-845.5,832,0
0,1182.5,-0.108,-13.5,52.797,52.625,6,7,-845.5,832,0
0,1202,-0.072,-13.5,52.297,52.219,6,7,-845.5,832,0
0,1223,-0.041,-13.5,52.297,52.219,6,7,-845.5,832,0
0,1245,-0.043,-13.5,51.969,51.719,6,7,-845.5,832,0
0,1267.5,-0.038,-13.5,51.969,51.719,6,7,-846,832,0
0,1288.5,-0.032,-14,51.641,51.5,6,7,-846,832,0
0,1309.5,-0.027,-14,51.641,51.5,6,7,-846,832,0
0,1338.5,-0.03,-14.5,51.234,51.219,6,7,-846.5,832,0
0,1357,-0.035,-14.5,51.234,51.219,6,7,-846.5,832,0
0,1374,-0.03,-14.5,51.047,52.109,6,7,-846.5,832,0
0,1388.5,-0.024,-15,51.047,52.109,6,7,-847,832,0
0,1407,-0.026,-15,50.766,50.563,6,7,-847,832,0
0,1405,-0.024,-15,50.766,50.563,6,6,-847,832,0
0,1394,-0.018,-15,50.453,50.266,6,6,-847,832,0
0,1393.5,-0.013,-15,50.453,50.266,6,6,-847,832,0
0,1386.5,-0.014,-15,50.172,50.125,6,6,-847,832,0
0,1382,-0.029,-14.5,50.172,50.125,6,6,-846.5,832,0
0,1381,-0.013,-14.5,49.906,49.859,6,6,-846.5,832,0
0,1376,-0.016,-14.5,49.906,49.859,6,6,-846.5,832,0
0,1374,-0.01,-14.5,49.656,49.453,6,6,-846.5,832,0
0,1364.5,-0.021,-14.5,49.656,49.453,6,6,-846.5,832,0
0,1366.5,-0.022,-14.5,49.313,49.109,6,6,-846.5,832,0
0,1365.5,-0.032,-14.5,49.313,49.109,6,6,-846.5,832,0
0,1356,-0.024,-14.5,49.203,48.875,6,6,-846.5,832,0
0,1356,-0.018,-14.5,49.203,48.875,6,6,-846.5,832,0
0,1350.5,-0.032,-14.5,48.797,48.719,6,6,-846.5,832,0
0,1346,-0.037,-14.5,48.797,48.719,6,6,-846.5,832,0
0,1343.5,-0.019,-14.5,48.469,48.438,6,6,-846.5,832,0
0,1338,-0.019,-14.5,48.469,48.438,6,6,-846.5,832,0
0,1333,-0.021,-14.5,48.266,48.109,6,6,-846.5,832,0
0,1331,-0.029,-14.5,48.266,48.109,6,6,-846,832,0
0,1329,-0.014,-14,48.047,47.734,6,6,-846,832,0
0,1325,-0.01,-14,48.047,47.734,6,6,-846,832,0
0,1321,-0.018,-14,47.656,47.547,6,6,-846,832,0
0,1318.5,-0.029,-14,47.656,47.547,6,6,-846,832,0
0,1314.5,-0.022,-14,47.547,47.297,6,6,-846,832,0
0,1311.5,-0.013,-14,47.547,47.297,6,6,-846,832,0
0,1309.5,-0.016,-14,47.313,47.141,6,6,-846,832,0
0,1302.5,-0.018,-14,47.313,47.141,6,6,-846,832,0
0,1300,-0.026,-14,47,46.875,6,6,-846,832,0
0,1297.5,-0.022,-14,47,46.875,6,6,-846,832,0
0,1290.5,-0.027,-14,46.719,46.516,6,6,-846,832,0
0,1286.5,-0.03,-14,46.719,46.516,6,6,-846,832,0
0,1284,-0.021,-14,46.438,46.078,6,6,-846,832,0
0,1279,-0.021,-14,46.438,46.078,6,6,-846,832,0
0,1276.5,-0.018,-14,46.156,46.047,6,6,-846,832,0
0.392,1274.5,-0.013,-14,46.156,46.047,6,6,-846,832,0
1.569,1270.5,-0.018,-14,45.938,45.828,6,6,-846,832,0
1.961,1268,-0.022,-14,45.938,45.828,6,6,-846,832,0
2.353,1267,-0.024,-11.5,45.75,45.359,6,6,-842.5,832,0
2.353,1267,-0.014,-9.5,45.75,45.359,6,6,-841,832,0
2.353,1252,0,-8.5,45.422,45.219,6,6,-847.5,840,0
2.353,1243.5,-0.01,-7,45.422,45.219,6,6,-846.5,840,0
2.745,1254.5,-0.018,-4.5,45.188,45,6,6,-844.5,840,0
2.745,1251,0.003,-3,45.188,45,6,6,-843,840,0
3.137,1244,-0.018,-1.5,44.922,44.766,6,6,-841,840,0
3.529,1243.5,-0.027,0,44.922,44.766,6,6,-848,848,0
4.314,1237,-0.008,0.5,44.766,44.531,6,6,-847,848,0
4.706,1239.5,-0.008,1.5,44.766,44.531,6,6,-846,848,0
5.098,1235,-0.002,3,44.516,44.203,6,6,-845,848,0
5.098,1228,-0.005,3,44.516,44.203,6,6,-844,848,0
5.098,1227.5,-0.022,4,44.406,44.109,6,6,-843.5,848,0
6.275,1227.5,0,5,44.406,44.109,6,6,-842.5,848,0
6.667,1222.5,-0.016,6,44.109,44.109,6,6,-842,848,0
7.059,1220,-0.021,7,44.109,44.109,6,6,-840.5,848,0
7.059,1220,0,8,43.906,44.688,6,6,-847,856,0
7.059,1222,0.002,9.5,43.906,44.688,6,6,-846,856,0
7.059,1225,-0.003,11,43.688,43.266,6,6,-845,856,0
7.059,1225.5,0.024,11.5,43.688,43.266,6,6,-844,856,0
7.059,1211,0.003,12.5,43.391,43.391,6,6,-843.5,856,0
7.451,1199,-0.011,12.5,43.391,43.391,6,6,-843,856,0
7.451,1197,0.006,13,43.266,43.172,6,6,-843,856,0
7.843,1200.5,0.014,13.5,43.266,43.172,6,6,-842,856,0
7.843,1196,0.011,14,43.188,42.938,6,6,-842,856,0
7.843,1193.5,0.013,14.5,43.188,42.938,6,6,-841.5,856,0
7.843,1194,0.002,15,43.078,42.719,5,6,-841,856,0
7.843,1193.5,0.006,15.5,43.078,42.719,5,6,-848,864,0
7.843,1185.5,0,16.5,42.938,42.703,5,6,-847,864,0
7.843,1186.5,-0.002,18,42.938,42.703,5,6,-845.5,864,0
7.843,1182.5,0.011,18.5,42.641,42.625,5,6,-845.5,864,0
8.235,1189,-0.002,19,42.641,42.625,5,6,-845.5,864,0
9.02,1214,-0.002,18,42.313,42.328,5,6,-846.5,864,0
11.373,1252.5,-0.018,17,42.313,42.328,5,6,-847,864,0
12.941,1297.5,-0.029,16,42.297,42.188,5,6,-840.5,856,0
16.471,1381,-0.016,14.5,42.297,42.188,5,6,-842,856,0
19.216,1423.5,-0.01,13,41.984,41.875,5,6,-840.5,848,0
19.608,1433.5,0,7,41.984,41.875,5,6,-847.5,856,0
19.608,1428.5,0,11,41.953,41.656,5,5,-845,856,0
19.608,1417,0.005,11,41.953,41.656,5,5,-845.5,856,0
20,1397.5,0.003,14,41.734,41.625,5,5,-842,856,0
20,1404,0.03,20.5,41.734,41.625,5,5,-846.5,872,0
20,1410.5,0.014,33.5,41.75,41.359,5,5,-840.5,880,0
20,1408.5,0.027,44,41.75,41.359,5,5,-844,888,0
20,1401.5,0.018,43.5,41.641,41.344,5,5,-845,888,0
20,1389.5,0.03,42.5,41.641,41.344,5,5,-846.5,888,0
20,1386.5,0.016,40,41.469,41.344,5,5,-848,888,0
20,1386,0.013,41,41.469,41.344,5,5,-848,888,0
20,1395.5,0.021,40,41.438,41.219,5,5,-841,880,0
20,1389.5,0.035,40,41.438,41.219,5,5,-847.5,888,0
20.392,1384,0.03,40,41.313,41.109,5,5,-848,888,0
20.392,1384,0.03,39.5,41.313,41.109,5,5,-840.5,880,0
20.392,1382.5,0.022,40.5,41.328,41.031,5,5,-847,888,0
20.392,1387.5,0.024,41.5,41.328,41.031,5,5,-845.5,888,0
20.392,1387,0.033,43,41.266,40.938,5,5,-845,888,0
21.176,1387,0.038,43,41.266,40.938,5,5,-844,888,0
21.569,1385,0.027,43.5,41.172,41.078,5,5,-844.5,888,0
21.569,1384.5,0.019,44,41.172,41.078,5,5,-843.5,888,0
21.569,1384.5,0.03,44.5,41.25,40.922,5,5,-843,888,0
21.569,1383.5,0.026,47,41.25,40.922,5,5,-841,888,0
21.569,1383.5,0.043,47,41.094,40.859,5,5,-847.5,896,0
21.569,1383,0.04,48.5,41.094,40.859,5,5,-848,896,0
21.569,1384,0.029,48.5,41.109,40.891,5,5,-846.5,896,0
21.569,1380,0.03,49.5,41.109,40.891,5,5,-846.5,896,0
21.569,1379,0.021,49.5,41.109,40.766,5,5,-846,896,0
21.569,1377.5,0.032,49.5,41.109,40.766,5,5,-846.5,896,0
21.569,1378,0.037,50,41.031,40.859,5,5,-846,896,0
21.569,1379.5,0.038,50,41.031,40.859,5,5,-845.5,896,0
21.569,1379,0.051,50.5,41.047,40.766,5,5,-846,896,0
21.569,1380,0.038,50.5,41.047,40.766,5,5,-845.5,896,0
21.569,1380,0.027,50,41.078,40.766,5,5,-846,896,0
21.569,1380,0.033,50,41.078,40.766,5,5,-846,896,0
21.569,1380,0.027,49.5,41.125,40.969,5,5,-847,896,0
21.569,1379.5,0.03,49.5,41.125,40.969,5,5,-847,896,0
21.569,1381.5,0.037,48.5,41.063,40.656,5,5,-847,896,0
21.569,1379.5,0.035,49,41.063,40.656,5,5,-847.5,896,0
21.569,1378,0.029,49,41,40.875,5,5,-847,896,0
21.569,1378,0.029,49,41,40.875,5,5,-847.5,896,0
21.569,1376.5,0.032,49.5,40.969,40.625,5,5,-847,896,0
21.569,1375,0.033,48.5,40.969,40.625,5,5,-847.5,896,0
21.569,1374,0.037,49,40.906,40.719,5,5,-847.5,896,0
21.961,1375,0.035,49,40.906,40.719,5,5,-847,896,0
21.961,1374,0.035,49,40.859,40.625,5,5,-847,896,0
23.922,1375.5,0.035,49,40.859,40.625,5,5,-846.5,896,0
24.706,1376,0.03,49,40.953,40.625,5,5,-847,896,0
26.667,1375,0.029,50,40.953,40.625,5,5,-846.5,896,0
27.843,1370,0.027,47,40.969,40.703,5,5,-840.5,888,0
29.02,1372.5,0.035,51,40.969,40.703,5,5,-843.5,896,0
30.588,1382,0.043,55.5,40.891,40.609,5,5,-844,904,0
32.549,1383,0.057,62.5,40.891,40.609,5,5,-841,904,0
32.549,1374.5,0.054,66,40.953,40.766,5,5,-844,912,0
32.941,1374,0.037,68.5,40.953,40.766,5,5,-844,912,0
32.941,1378,0.048,70.5,41.063,40.703,5,5,-841,912,0
32.941,1381.5,0.049,72.5,41.063,40.703,5,5,-846,920,0
32.941,1374,0.051,74.5,41.172,40.766,5,5,-845.5,912,0
32.941,1371.5,0.051,66,41.172,40.766,5,5,-843.5,912,0
32.941,1382,0.051,67,41.125,40.891,5,5,-845,912,0
32.941,1383.5,0.051,68.5,41.125,40.891,5,5,-844,912,0
32.941,1375.5,0.051,67,41.297,41.016,5,5,-844,912,0
32.941,1380,0.035,68.5,41.297,41.016,5,5,-843.5,912,0
32.941,1386.5,0.046,68,41.234,40.953,5,5,-843,912,0
32.941,1380.5,0.053,69,41.234,40.953,5,5,-843.5,912,0
32.941,1380,0.053,69,41.25,41.109,5,5,-841.5,912,0
32.941,1389.5,0.054,70,41.25,41.109,5,5,-841.5,912,0
32.941,1391.5,0.051,72,41.406,41.125,5,5,-848,920,0
32.941,1391.5,0.049,72,41.406,41.125,5,5,-847.5,920,0
32.941,1399,0.051,73,41.531,41.328,5,5,-847,920,0
32.941,1406,0.054,74.5,41.531,41.328,5,5,-844,920,0
32.941,1407.5,0.048,75.5,41.75,41.328,5,5,-845,920,0
32.941,1412,0.051,76,41.75,41.328,5,5,-843.5,920,0
32.941,1412.5,0.043,75.5,41.766,41.5,5,5,-844.5,920,0
32.941,1413.5,0.045,77,41.766,41.5,5,5,-844,920,0
32.941,1413.5,0.054,75.5,41.781,41.563,5,5,-843,920,0
32.941,1413.5,0.051,76,41.781,41.563,5,5,-845,920,0
32.941,1416,0.054,76,41.922,41.813,5,5,-844,920,0
32.941,1417.5,0.046,75,41.922,41.813,5,5,-845,920,0
32.941,1420,0.049,76,42.125,41.828,5,5,-844,920,0
32.941,1425,0.053,75.5,42.125,41.828,5,5,-844.5,920,0
32.941,1426,0.045,75.5,42.234,41.984,5,5,-845,920,0
32.941,1428,0.046,75.5,42.234,41.984,5,5,-843,920,0
32.941,1429.5,0.051,75.5,42.344,42.078,5,5,-844,920,0
32.941,1430,0.045,77,42.344,42.078,5,5,-843.5,920,0
32.941,1431.5,0.049,75.5,42.5,42.125,5,5,-844.5,920,0
32.941,1433,0.048,76,42.5,42.125,5,5,-844.5,920,0
32.941,1435.5,0.046,75,42.656,42.359,5,5,-844,920,0
32.941,1438.5,0.056,75.5,42.656,42.359,5,5,-845,920,0
32.941,1439,0.051,75.5,42.656,42.328,5,5,-844.5,920,0
32.941,1441.5,0.051,74.5,42.656,42.328,5,5,-845,920,0
32.941,1445.5,0.059,75,42.875,42.516,5,5,-845.5,920,0
32.941,1447.5,0.051,74.5,42.875,42.516,5,5,-844,920,0
32.941,1450,0.046,74.5,42.969,42.719,5,5,-845,920,0
32.941,1450.5,0.049,76,42.969,42.719,5,5,-845,920,0
32.941,1452.5,0.049,75,43.125,42.734,5,5,-845.5,920,0
32.941,1456.5,0.049,74.5,43.125,42.734,5,5,-846,920,0
32.941,1457.5,0.049,74,43.25,42.906,5,5,-844.5,920,0
32.941,1459.5,0.051,73,43.25,42.906,5,5,-847,920,0
32.941,1461.5,0.056,74.5,43.344,43.094,5,5,-845.5,920,0
32.941,1467,0.051,74,43.344,43.094,5,5,-845.5,920,0
32.941,1469.5,0.045,75,43.594,43.25,5,5,-845.5,920,0
32.941,1473,0.049,76,43.594,43.25,5,5,-845,920,0
32.941,1476.5,0.041,74.5,43.766,43.422,5,5,-845,920,0
32.941,1476.5,0.041,75,43.766,43.422,5,5,-845.5,920,0
32.941,1478,0.046,74,43.844,43.422,5,5,-845,920,0
32.941,1478.5,0.043,74.5,43.844,43.422,5,5,-846,920,0
31.765,1483,0.053,76,44,43.719,5,5,-845,920,0
28.627,1485,0.051,74.5,44,43.719,5,5,-845.5,920,0
22.745,1488,0.053,75,44.109,43.875,5,5,-845,920,0
17.255,1490,0.051,73.5,44.109,43.875,5,5,-846,920,0
12.549,1489.5,0.048,70.5,44.266,43.906,5,5,-842,912,0
9.412,1488.5,0.045,69.5,44.266,43.906,5,5,-845.5,912,0
9.02,1481.5,0.043,60,44.406,44.063,5,5,-844,904,0
9.02,1480,0.029,58,44.406,44.063,5,5,-841,896,0
9.02,1486,0.024,49.5,44.375,44.188,5,5,-841.5,888,0
9.02,1483,0.014,43,44.375,44.188,5,5,-847,888,0
9.02,1482.5,0.01,39.5,44.516,44.219,5,5,-843,880,0
9.02,1490.5,0.014,36.5,44.516,44.219,5,5,-843.5,880,0
9.02,1491.5,0.018,32.5,44.5,44.328,5,5,-847.5,880,0
9.02,1488,0.013,31.5,44.5,44.328,5,5,-841,872,0
9.02,1491.5,0.008,27.5,44.531,44.406,5,5,-844.5,872,0
9.02,1492.5,0.003,26.5,44.531,44.406,5,5,-846.5,872,0
9.02,1491,0.002,23,44.609,44.219,5,5,-842,864,0
9.02,1490,0,20.5,44.609,44.219,5,5,-843.5,864,0
9.02,1491,-0.003,20,44.547,44.391,5,5,-844.5,864,0
9.02,1492,0,18,44.547,44.391,5,5,-846,864,0
9.02,1490.5,-0.002,17.5,44.547,44.359,5,5,-847.5,864,0
9.02,1492.5,-0.002,16,44.547,44.359,5,5,-848,864,0
9.02,1495,0,16,44.609,44.266,5,5,-848,864,0
9.02,1491.5,0.002,15.5,44.609,44.266,5,5,-840.5,856,0
9.02,1490,-0.006,15.5,44.484,44.406,5,5,-848,864,0
9.02,1493,0,15.5,44.484,44.406,5,5,-848,864,0
9.02,1492.5,0.01,16.5,44.531,44.422,5,5,-847.5,864,0
9.412,1493,0.002,16,44.531,44.422,5,5,-847.5,864,0
9.412,1494.5,0,16,44.609,44.469,5,5,-848,864,0
9.412,1494,0.005,16.5,44.609,44.469,5,5,-848,864,0
9.412,1494,-0.002,15.5,44.609,44.406,5,5,-841,856,0
9.412,1493.5,0.006,15.5,44.609,44.406,5,5,-840.5,856,0
9.804,1496,0.003,16,44.578,44.375,5,5,-847.5,864,0
9.804,1497,0.01,16.5,44.578,44.375,5,5,-847,864,0
9.804,1497.5,0.013,17,44.625,44.438,5,5,-847,864,0
10.98,1499.5,0.011,17,44.625,44.438,5,5,-847,864,0
12.157,1500.5,0.016,17,44.734,44.469,5,5,-846.5,864,0
12.941,1502,0.014,17.5,44.734,44.469,5,5,-847,864,0
13.333,1503,0.003,16.5,44.828,44.609,5,5,-847.5,864,0
13.725,1503.5,0.005,17,44.828,44.609,5,5,-846.5,864,0
14.118,1505.5,0.008,19.5,44.766,44.688,5,5,-843,864,0
14.51,1507.5,0.016,25.5,44.766,44.688,5,5,-845,872,0
15.686,1512.5,0.019,27,44.797,44.688,5,5,-844.5,872,0
16.471,1520,0.021,28.5,44.797,44.688,5,5,-843,872,0
17.255,1521,0.027,29.5,44.969,44.656,5,5,-848,880,0
18.039,1516,0.032,33,44.969,44.656,5,5,-847,880,0
18.431,1510,0.024,33.5,45.078,44.766,5,5,-845.5,880,0
19.216,1510,0.022,34.5,45.078,44.766,5,5,-844.5,880,0
19.608,1514,0.027,37.5,45.125,44.969,5,5,-842,880,0
19.608,1514.5,0.022,39.5,45.125,44.969,5,5,-848,888,0
20,1515.5,0.03,40,45.234,45.094,5,5,-848,888,0
20.784,1518.5,0.029,41,45.234,45.094,5,5,-846.5,888,0
21.569,1519,0.026,42,45.297,45.25,5,5,-846.5,888,0
21.961,1520.5,0.029,42.5,45.297,45.25,5,5,-845.5,888,0
21.961,1527,0.027,44,45.406,45.219,5,5,-844,888,0
21.961,1527,0.027,43.5,45.406,45.219,5,5,-844,888,0
21.961,1526.5,0.03,44.5,45.563,45.359,5,5,-844,888,0
21.961,1529,0.027,44.5,45.563,45.359,5,5,-842.5,888,0
21.961,1531.5,0.035,45.5,45.719,45.516,5,5,-842,888,0
21.961,1531.5,0.026,47,45.719,45.516,5,5,-841,888,0
21.961,1536,0.029,47,45.797,45.531,5,5,-848,896,0
21.961,1539,0.035,48,45.797,45.531,5,5,-840.5,888,0
21.961,1536,0.033,47.5,45.859,45.688,5,5,-840.5,888,0
21.961,1542.5,0.029,47,45.859,45.688,5,5,-841,888,0
21.961,1545.5,0.033,48,46.047,45.797,5,5,-841,888,0
21.961,1544.5,0.035,47,46.047,45.797,5,5,-840.5,888,0
21.961,1548,0.024,47,46.234,46,5,5,-841,888,0
21.961,1555,0.035,47,46.234,46,5,5,-841.5,888,0
21.961,1559,0.032,46.5,46.359,46.156,5,5,-841,888,0
21.961,1561,0.026,46,46.359,46.156,5,5,-842,888,0
21.961,1563.5,0.032,46,46.469,46.188,5,5,-842.5,888,0
21.961,1564,0.027,45,46.469,46.188,5,5,-842.5,888,0
21.961,1567.5,0.029,45,46.594,46.328,5,5,-843,888,0
21.961,1571.5,0.033,45.5,46.594,46.328,5,5,-843,888,0
21.961,1572.5,0.026,44.5,46.672,46.484,5,5,-843,888,0
21.961,1575.5,0.029,44.5,46.672,46.484,5,5,-843.5,888,0
21.961,1579.5,0.029,45,46.828,46.625,5,5,-843.5,888,0
21.961,1580.5,0.026,44,46.828,46.625,5,5,-843.5,888,0
21.961,1585,0.026,44,47,46.781,5,5,-844,888,0
21.961,1589,0.03,45,47,46.781,5,5,-843.5,888,0
21.961,1591.5,0.03,44,47.078,46.906,5,5,-843,888,0
21.961,1595,0.022,44.5,47.078,46.906,5,5,-844,888,0
21.961,1598,0.029,44.5,47.25,47.047,5,5,-843.5,888,0
21.961,1599,0.027,44,47.25,47.047,5,5,-843.5,888,0
21.961,1602,0.027,44,47.422,47.219,5,5,-843.5,888,0
21.961,1603.5,0.03,45,47.422,47.219,5,5,-843.5,888,0
21.961,1606,0.029,44,47.625,47.359,5,5,-843,888,0
21.961,1611,0.029,44.5,47.625,47.359,5,5,-843.5,888,0
21.961,1614.5,0.032,45,47.797,47.578,5,5,-843,888,0
21.961,1617.5,0.03,45,47.797,47.578,5,5,-842.5,888,0
21.961,1621,0.022,44.5,48.016,47.641,5,5,-843.5,888,0
21.961,1623.5,0.03,45,48.016,47.641,5,5,-843.5,888,0
21.569,1624,0.03,44,48.125,47.875,5,5,-843.5,888,0
20.784,1627,0.024,44.5,48.125,47.875,5,5,-844,888,0
19.608,1630,0.032,45,48.297,48.047,5,5,-843,888,0
18.039,1630.5,0.029,44.5,48.297,48.047,5,5,-844,888,0
16.078,1632.5,0.024,42.5,48.516,48.188,5,5,-846,888,0
14.118,1632.5,0.029,41.5,48.516,48.188,5,5,-847.5,888,0
12.157,1631.5,0.033,38.5,48.609,48.344,5,5,-842,880,0
11.765,1630,0.021,34.5,48.609,48.344,5,5,-847,880,0
11.765,1633,0.013,32.5,48.797,48.578,5,5,-840.5,872,0
